ostta01g00640	unnamed	product																																																												
ostta01g00650	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta01g00660	unnamed	product																																																												
ostta01g00670	Thioredoxin-like	fold																																																												
ostta01g00680	Protein	prenyltransferase,	alpha	subunit																																																										
ostta01g00690	Concanavalin	A-like	lectin/glucanases	superfamily																																																										
ostta01g00700	Protein	disulfide	isomerase	1	n/a		Thioredoxin-like	fold																																																						
ostta01g00720	ClpA/B,	conserved	site	2																																																										
ostta01g00730	HD/PDEase	domain																																																												
ostta01g00740	Zinc/iron	permease																																																												
ostta01g00750	Molybdenum	cofactor	biosynthesis,	MoeB																																																										
ostta01g00760	C-terminal-processing	peptidase	S41A																																																											
ostta01g00770	Transmembrane	protein	186																																																											
ostta01g00780	Monooxygenase,	FAD-binding																																																												
ostta01g00790	Fatty	acid	desaturase,	type	1																																																									
ostta01g00800	Short-chain	dehydrogenase/reductase	SDR																																																											
ostta01g00810	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta01g00820	Nucleolar	pre-ribosomal-associated	protein	1	N-terminal																																																									
ostta01g00830	ATPase,	F0	complex,	subunit	B/B',	bacterial/chloroplast																																																								
ostta01g00840	unnamed	product																																																												
ostta01g00850	Lamin	Tail	Domain																																																											
ostta01g00860	Nucleic	acid-binding,	OB-fold																																																											
ostta01g00870	hypothetical	protein	n/a		unnamed	product																																																								
ostta01g00880	Ankyrin	repeat																																																												
ostta01g00890	Cation-transporting	P-type	ATPase,	C-terminal																																																										
ostta01g00910	Ribosomal	biogenesis,	methyltransferase,	EMG1/NEP1																																																										
ostta01g00920	DNA-directed	RNA	polymerase,	RBP11-like	dimerisation	domain																																																								
ostta01g00930	Chloramphenicol	acetyltransferase-like	domain																																																											
ostta01g00940	Glycoside	hydrolase,	catalytic	domain																																																										
ostta01g00950	Osteopontin																																																													
ostta01g00960	unnamed	product																																																												
ostta01g00970	Pseudouridine	synthase/archaeosine	transglycosylase																																																											
ostta01g00980	Pyrophosphate-energised	proton	pump																																																											
ostta01g00990	THO	complex	subunit	7/Mft1																																																										
ostta01g01000	Tetratricopeptide	repeat																																																												
ostta01g01020	Plectin/S10,	N-terminal																																																												
ostta01g01030	Alpha-D-phosphohexomutase,	alpha/beta/alpha	I/II/III																																																											
ostta01g01040	DNA	methylase,	N-6	adenine-specific,	eukaryotic																																																									
ostta01g01050	Non-structural	maintenance	of	chromosome	element	4	C-terminal																																																							
ostta01g01060	unnamed	product																																																												
ostta01g01070	TRAM/LAG1/CLN8	homology	domain																																																											
ostta01g01080	Mediator	complex,	subunit	Med4																																																										
ostta01g01085	Translocon-associated	protein	subunit	beta																																																										
ostta01g01090	Nicotinamide	N-methyltransferase-like																																																												
ostta01g01100	unnamed	product																																																												
ostta01g01110	unnamed	product																																																												
ostta01g01120	Protein	of	unknown	function	DUF1365																																																									
ostta01g01130	Lipase,	class	3																																																											
ostta01g01140	ARP2/3	complex,	20kDa	subunit	P20-Arc																																																									
ostta01g01150	unnamed	product																																																												
ostta01g01160	Radical	SAM																																																												
ostta01g01170	SAP	domain																																																												
ostta01g01180	3Fe-4S	ferredoxin																																																												
ostta01g01190	Cytochrome	c	oxidase	assembly	protein	COX16																																																								
ostta01g01200	unnamed	product																																																												
ostta01g01210	Transcription	initiation	factor	TFIID,	23-30kDa	subunit																																																								
ostta01g01220	unnamed	product																																																												
ostta01g01230	Prephenate	dehydratase,	conserved	site																																																										
ostta01g01240	Cellulosome	enzyme,	dockerin	type	I																																																									
ostta01g01250	unnamed	product																																																												
ostta01g01260	unnamed	product																																																												
ostta01g01270	DNA	repair	protein	Rad50,	eukaryotes																																																									
ostta01g01280	unnamed	product																																																												
ostta01g01290	unnamed	product																																																												
ostta01g01295	hypothetical	protein																																																												
ostta01g01300	unnamed	product																																																												
ostta01g01310	unnamed	product																																																												
ostta01g01320	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta01g01330	unnamed	product																																																												
ostta01g01340	IQ	motif,	EF-hand	binding	site																																																									
ostta01g01350	unnamed	product																																																												
ostta01g01370	Leucine-rich	repeat																																																												
ostta01g01380	Cation	efflux	protein																																																											
ostta01g01390	IQ	motif,	EF-hand	binding	site																																																									
ostta01g01400	unnamed	product																																																												
ostta01g01410	Endonuclease/exonuclease/phosphatase																																																													
ostta01g01420	Radical	SAM																																																												
ostta01g01430	Rhodanese-like	domain																																																												
ostta01g01440	Nucleotide-diphospho-sugar	transferase																																																												
ostta01g01450	Aspartate	kinase,	conserved	site																																																										
ostta01g01460	Glutamyl/glutaminyl-tRNA	synthetase,	class	Ib,	anti-codon	binding	domain																																																							
ostta01g01470	Mitochondrial	inner	membrane	translocase	subunit	Tim17/Tim22/Tim23/peroxisomal	protein	PMP24																																																						
ostta01g01480	Zinc	finger,	RING/FYVE/PHD-type																																																											
ostta01g01490	Ubiquitin	carboxyl-terminal	hydrolases	family	2																																																									
ostta01g01500	Enolase,	N-terminal																																																												
ostta01g01510	HAD-superfamily	hydrolase,	subfamily	IIB																																																										
ostta01g01520	unnamed	product																																																												
ostta01g01530	UDP-glucose:Glycoprotein	Glucosyltransferase																																																												
ostta01g01540	Single-stranded	nucleic	acid	binding	R3H																																																									
ostta01g01550	K	Homology	domain,	type	1																																																									
ostta01g01560	Glyceraldehyde	3-phosphate	dehydrogenase,	NADP	binding	domain																																																								
ostta01g01570	CRAL/TRIO,	N-terminal	domain																																																											
ostta01g01580	Prefoldin																																																													
ostta01g01590	Ornithine/putrescine	carbamoyltransferase																																																												
ostta01g01600	MIF4-like,	type	01/02/03																																																											
ostta01g01610	unnamed	product																																																												
ostta01g01620	unnamed	product																																																												
ostta01g01630	unnamed	product																																																												
ostta01g01640	Ovarian	tumour,	otubain																																																											
ostta01g01650	Major	facilitator	superfamily	domain,	general	substrate	transporter																																																							
ostta01g01660	unnamed	product																																																												
ostta01g01670	Ribonucleoprotein	LSM	domain,	eukaryotic/archaea-type																																																										
ostta01g01680	Rab-GTPase-TBC	domain																																																												
ostta01g01690	Peptidyl-prolyl	cis-trans	isomerase,	FKBP-type,	domain																																																									
ostta01g01700	K	Homology	domain,	type	1																																																									
ostta01g01710	unnamed	product																																																												
ostta01g01720	RNA	polymerase,	beta	subunit,	conserved	site																																																								
ostta01g01730	unnamed	product																																																												
ostta01g01740	Uracil-5-methyltransferase																																																													
ostta01g01750	tRNA-dihydrouridine	synthase,	conserved	site																																																										
ostta01g01760	unnamed	product																																																												
ostta01g01770	unnamed	product																																																												
ostta01g01780	RmlC-like	jelly	roll	fold																																																										
ostta01g01790	Nucleotide-binding,	alpha-beta	plait																																																											
ostta01g01800	Sec-independent	protein	translocase	protein	TatA/E																																																									
ostta01g01810	Nicotinamide	N-methyltransferase-like																																																												
ostta01g01820	Acyl-CoA	N-acyltransferase																																																												
ostta01g01830	Clathrin,	heavy	chain/VPS,	7-fold	repeat																																																									
ostta01g01850	Carotenoid	oxygenase																																																												
ostta01g01855	Tocopherol	cyclase																																																												
ostta01g01860	23S	rRNA	uracil1939-C5-methyltransferase	RlmD																																																										
ostta01g01870	unnamed	product																																																												
ostta01g01880	Chromosome	segregation	protein	Spc25																																																										
ostta01g01890	Forkhead-associated	FHA	domain																																																											
ostta01g01900	unnamed	product																																																												
ostta01g01910	unnamed	product																																																												
ostta01g01920	unnamed	product																																																												
ostta01g01930	unnamed	product																																																												
ostta01g01940	SET	domain																																																												
ostta01g01950	Nucleotide-binding,	alpha-beta	plait																																																											
ostta01g01960	unnamed	product																																																												
ostta01g01970	unnamed	product																																																												
ostta01g01980	Nitrogen	regulatory	PII-like,	alpha/beta																																																										
ostta01g01990	Inosine/uridine-preferring	nucleoside	hydrolase																																																											
ostta01g02000	Ketopantoate	reductase	ApbA/PanE,	N-terminal																																																										
ostta01g02010	Protein	phosphatase	2C																																																											
ostta01g02020	Major	facilitator	superfamily	domain,	general	substrate	transporter																																																							
ostta01g02030	unnamed	product																																																												
ostta01g02040	unnamed	product																																																												
ostta01g02050	Endoplasmic	reticulum	vesicle	transporter,	C-terminal																																																									
ostta01g02060	unnamed	product																																																												
ostta01g02070	Sushi/SCR/CCP																																																													
ostta01g02080	Bacterial	PH	domain																																																											
ostta01g02090	unnamed	product																																																												
ostta01g02100	Nucleotide-binding,	alpha-beta	plait																																																											
ostta01g02110	unnamed	product																																																												
ostta01g02120	TFIIH	subunit	Tfb4/p34																																																											
ostta01g02130	HNH	endonuclease																																																												
ostta01g02140	Domain	of	unknown	function	DUF814																																																									
ostta01g02150	unnamed	product																																																												
ostta01g02160	WD40	repeat																																																												
ostta01g02170	Clp	protease	proteolytic	subunit	/Translocation-enhancing	protein	TepA																																																							
ostta01g02180	Leucine-rich	repeat,	typical	subtype																																																										
ostta01g02190	Cyclase-associated	protein	CAP/septum	formation	inhibitor	MinC,	C-terminal	n/a		Cyclase-associated	protein	CAP/septum	formation	inhibitor	MinC,	C-terminal																																														
ostta01g02200	unnamed	product																																																												
ostta01g02210	Beta	tubulin,	autoregulation	binding	site																																																									
ostta01g02220	Short-chain	dehydrogenase/reductase	SDR																																																											
ostta01g02230	unnamed	product																																																												
ostta01g02240	26S	proteasome	non-ATPase	regulatory	subunit	5																																																								
ostta01g02250	DNA-directed	RNA	polymerase	III	subunit	Rpc5																																																								
ostta01g02260	unnamed	product																																																												
ostta01g02270	Actin-related	protein	3	Arp3																																																										
ostta01g02280	unnamed	product																																																												
ostta01g02290	Zinc	finger,	PHD-finger																																																											
ostta01g02300	RAP	domain																																																												
ostta01g02310	unnamed	product																																																												
ostta01g02320	Ribosomal	protein	L35																																																											
ostta01g02330	Uncharacterised	domain	UPF0066,	YaeB-like	domain																																																									
ostta01g02340	Amino	acid	transporter,	transmembrane																																																										
ostta01g02350	Clathrin,	heavy	chain/VPS,	7-fold	repeat																																																									
ostta01g02360	DHHA2																																																													
ostta01g02370	Vacuolar	protein	sorting-associated	protein	26																																																									
ostta01g02380	Transcription	elongation	factor	1																																																										
ostta01g02390	Porphobilinogen	synthase																																																												
ostta01g02400	Ribosomal	protein	S8																																																											
ostta01g02410	Cyclophilin-like	peptidyl-prolyl	cis-trans	isomerase	domain																																																									
ostta01g02420	unnamed	product																																																												
ostta01g02430	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta01g02440	Alpha,alpha-trehalose-phosphate	synthase																																																												
ostta01g02450	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta01g02460	Protein	phosphatase	2C	PP2C-like	domain																																																									
ostta01g02470	Mitochondrial	substrate/solute	carrier																																																											
ostta01g02480	Aspartate-semialdehyde	dehydrogenase																																																												
ostta01g02490	G-protein	beta	WD-40	repeat																																																										
ostta01g02500	Ribonuclease	III	domain																																																											
ostta01g02510	CRAL/TRIO,	N-terminal	domain																																																											
ostta01g02520	Beta-lactamase-like																																																													
ostta01g02530	Protein	of	unknown	function	DUF812																																																									
ostta01g02540	unnamed	product																																																												
ostta01g02560	siRNA-mediated	silencing	protein	NRDE-2																																																										
ostta01g02570	Protein	of	unknown	function	DUF2419																																																									
ostta01g02580	DNA	replication	licensing	factor	Mcm6																																																									
ostta01g02590	Mammalian	uncoordinated	homology	13	domain	2																																																								
ostta01g02600	unnamed	product																																																												
ostta01g02610	Mini-chromosome	maintenance	complex-binding	protein																																																										
ostta01g02615	Mitochondrial	import	protein	TIM15																																																										
ostta01g02617	hypothetical	protein																																																												
ostta01g02620	Protein	of	unknown	function	DUF842,	eukaryotic																																																								
ostta01g02630	Phosphatidylinositol-glycan	biosynthesis	class	S	protein																																																									
ostta01g02640	Class	II	glutamine	amidotransferase	domain																																																									
ostta01g02650	Acyl-CoA	dehydrogenase/oxidase	C-terminal																																																											
ostta01g02660	unnamed	product																																																												
ostta01g02670	unnamed	product																																																												
ostta01g02680	Pre-mRNA	splicing	factor	PRP21-like	protein																																																									
ostta01g02690	Tetratricopeptide	repeat																																																												
ostta01g02700	V-ATPase	proteolipid	subunit																																																											
ostta01g02710	Thioredoxin-like	fold																																																												
ostta01g02720	BSD																																																													
ostta01g02730	HAD-superfamily	hydrolase,	subfamily	IIB																																																										
ostta01g02740	ISC	system	FeS	cluster	assembly,	IscU	scaffold																																																							
ostta01g02750	Lipase,	class	3																																																											
ostta01g02760	Carbohydrate	binding	module	family	20																																																									
ostta01g02770	Isochorismatase-like																																																													
ostta01g02780	Armadillo-type	fold																																																												
ostta01g02790	Sulfotransferase																																																													
ostta01g02800	unnamed	product																																																												
ostta01g02810	CS	domain																																																												
ostta01g02820	unnamed	product																																																												
ostta01g02825	Nucleotide-binding,	alpha-beta	plait																																																											
ostta01g02830	E3	UFM1-protein	ligase	1																																																										
ostta01g02840	Glutathione	S-transferase,	N-terminal																																																											
ostta01g02845	Mannosyltransferase,	DXD																																																												
ostta01g02847	Glutathione	S-transferase,	N-terminal																																																											
ostta01g02850	Serine/threonine-protein	kinase,	active	site																																																										
ostta01g02860	Domain	of	unknown	function	DUF3825																																																									
ostta01g02870	Short-chain	dehydrogenase/reductase	SDR																																																											
ostta01g02880	unnamed	product																																																												
ostta01g02890	HAD-superfamily	hydrolase,	subfamily	IIID																																																										
ostta01g02895	tRNA/rRNA	methyltransferase,	SpoU																																																											
ostta01g02910	Ubinuclein/Yemanuclein																																																													
ostta01g02920	Bromodomain																																																													
ostta01g02930	Helicase,	C-terminal																																																												
ostta01g02940	Peptidoglycan	binding-like																																																												
ostta01g02950	Leucine-rich	repeat																																																												
ostta01g02960	Peptidyl-tRNA	hydrolase																																																												
ostta01g02970	Histone-fold																																																													
ostta01g02980	Uncharacterised	protein	family	UPF0434/Trm112																																																										
ostta01g02990	Ubiquitin	carboxyl-terminal	hydrolases	family	2																																																									
ostta01g03000	tRNA-guanine15	transglycosylase-like																																																												
ostta01g03010	unnamed	product																																																												
ostta01g03020	Crotonase	superfamily																																																												
ostta01g03030	FAD	linked	oxidase,	N-terminal																																																										
ostta01g03040	Fructose-bisphosphate	aldolase,	class-I																																																											
ostta01g03050	Alpha-1,6-glucosidases,	pullulanase-type,	C-terminal																																																											
ostta01g03060	Dienelactone	hydrolase																																																												
ostta01g03070	Activator	of	Hsp90	ATPase	homologue	1-like																																																								
ostta01g03080	unnamed	product																																																												
ostta01g03090	Alpha-ketoglutarate-dependent	dioxygenase	AlkB-like																																																											
ostta01g03100	Helicase,	C-terminal																																																												
ostta01g03110	Proteasome	B-type	subunit																																																											
ostta01g03120	Nicotinate	phosphoribosyltransferase-like																																																												
ostta01g03130	Zinc	finger,	RING/FYVE/PHD-type																																																											
ostta01g03140	Cytochrome	c	oxidase,	subunit	Vb																																																									
ostta01g03150	S15/NS1,	RNA-binding																																																												
ostta01g03160	Spindle	assembly	checkpoint	component	Mad1																																																									
ostta01g03170	Mog1/PsbP,	alpha/beta/alpha	sandwich																																																											
ostta01g03180	YjeF	N-terminal	domain																																																											
ostta01g03190	Translation	elongation	factor,	IF5A	C-terminal																																																									
ostta01g03200	Six-bladed	beta-propeller,	TolB-like																																																											
ostta01g03210	Nuclear	transport	factor	2	Eukaryote																																																									
ostta01g03220	Domain	of	unknown	function	DUF59																																																									
ostta01g03230	Mog1/PsbP,	alpha/beta/alpha	sandwich																																																											
ostta01g03240	unnamed	product																																																												
ostta01g03250	EF-Hand	1	calcium-binding	site																																																										
ostta01g03260	Nuclear	control	of	ATP	synthase	2																																																								
ostta01g03270	JmjC	domain																																																												
ostta01g03280	Rudiment	single	hybrid	motif																																																										
ostta01g03290	Streptomyces	cyclase/dehydrase																																																												
ostta01g03300	Rieske	[2Fe-2S]	iron-sulphur	domain																																																										
ostta01g03310	EF-Hand	1	calcium-binding	site																																																										
ostta01g03320	Nonaspanin	TM9SF																																																												
ostta01g03330	Metridin-like	ShK	toxin																																																											
ostta01g03340	PCI/PINT	associated	module																																																											
ostta01g03350	Zinc	finger,	RING-CH-type																																																											
ostta01g03360	Thioredoxin-like	fold																																																												
ostta01g03370	Conserved	hypothetical	protein	CHP01589,	plant																																																									
ostta01g03380	RNA	polymerase	III	Rpc4																																																										
ostta01g03390	Uroporphyrinogen	decarboxylase	URO-D																																																											
ostta01g03400	unnamed	product																																																												
ostta01g03410	UBA/THIF-type	NAD/FAD	binding	fold																																																										
ostta01g03420	Pyrophosphate-energised	proton	pump																																																											
ostta01g03430	Flavinator	of	succinate	dehydrogenase																																																										
ostta01g03440	NUDIX	hydrolase	domain-like																																																											
ostta01g03450	Rhodanese-like	domain																																																												
ostta01g03460	unnamed	product																																																												
ostta01g03470	SAC3/GANP/Nin1/mts3/eIF-3	p25																																																												
ostta01g03480	G-patch	domain																																																												
ostta01g03490	Transcription	elongation	factor	S-II,	central	domain																																																								
ostta01g03495	Mitochondrial	substrate/solute	carrier																																																											
ostta01g03500	Mitochondrial	substrate/solute	carrier																																																											
ostta01g03510	unnamed	product																																																												
ostta01g03520	unnamed	product																																																												
ostta01g03530	Mitochondrial	substrate/solute	carrier																																																											
ostta01g03540	Sterile	alpha	motif,	type	1																																																									
ostta01g03550	unnamed	product																																																												
ostta01g03560	DnaJ	domain,	conserved	site																																																										
ostta01g03570	MIF4-like,	type	01/02/03																																																											
ostta01g03580	Nucleotide-binding,	alpha-beta	plait																																																											
ostta01g03590	unnamed	product																																																												
ostta01g03600	Glutamine	amidotransferase																																																												
ostta01g03610	Immunoglobulin-like	fold																																																												
ostta01g03620	Class	II	glutamine	amidotransferase	domain																																																									
ostta01g03630	Nucleoporin	FG	repeat																																																											
ostta01g03640	Haem	peroxidase,	plant/fungal/bacterial																																																											
ostta01g03650	Short-chain	dehydrogenase/reductase	SDR																																																											
ostta01g03660	Metridin-like	ShK	toxin																																																											
ostta01g03670	unnamed	product																																																												
ostta01g03680	DHBP	synthase	RibB-like	alpha/beta	domain																																																									
ostta01g03690	unnamed	product																																																												
ostta01g03700	unnamed	product																																																												
ostta01g03710	unnamed	product																																																												
ostta01g03720	DNA	cytosine-5-methyltransferase	1	replication	foci	domain																																																								
ostta01g03730	FIST	domain,	N-terminal																																																											
ostta01g03740	unnamed	product																																																												
ostta01g03750	HSP20-like	chaperone																																																												
ostta01g03760	ATPase,	AAA-type,	CDC48																																																											
ostta01g03770	ATPase,	F1	complex,	gamma	subunit	conserved	site																																																							
ostta01g03780	unnamed	product																																																												
ostta01g03790	P-loop	containing	nucleoside	triphosphate	hydrolase																																																									
ostta01g03800	CAP	Gly-rich	domain																																																											
ostta01g03810	Glycerol-3-phosphate	dehydrogenase,	NAD-dependent																																																											
ostta01g03820	unnamed	product																																																												
ostta01g03830	Sjoegren	syndrome/scleroderma	autoantigen	1																																																										
ostta01g03840	Phospholipase	D/Transphosphatidylase																																																												
ostta01g03850	unnamed	product																																																												
ostta01g03860	Mitochondrial	substrate/solute	carrier																																																											
ostta01g03870	Domain	of	unknown	function	SprT-like																																																									
ostta01g03880	Basic-leucine	zipper	domain																																																											
ostta01g03890	Histone	core																																																												
ostta01g03900	Pre-mRNA-splicing	factor	38																																																											
ostta01g03910	EF-Hand	1	calcium-binding	site																																																										
ostta01g03920	unnamed	product																																																												
ostta01g03930	Rad21/Rec8-like	protein,	N-terminal																																																											
ostta01g03940	Prefoldin																																																													
ostta01g03950	Mitochodrial	transcription	termination	factor-related																																																										
ostta01g03960	unnamed	product																																																												
ostta01g03970	Paired	amphipathic	helix																																																											
ostta01g03980	Growth	arrest-specific	protein	8																																																										
ostta01g03990	Peptidyl-prolyl	cis-trans	isomerase,	FKBP-type,	domain																																																									
ostta01g04000	Peptidase	S54,	rhomboid	domain																																																										
ostta01g04010	Uracil-5-methyltransferase																																																													
ostta01g04020	Calycin-like																																																													
ostta01g04030	Ribosomal	protein	L2,	bacterial/organellar-type																																																										
ostta01g04040	unnamed	product																																																												
ostta01g04050	Mog1/PsbP,	alpha/beta/alpha	sandwich																																																											
ostta01g04060	PHF5-like																																																													
ostta01g04070	WD40/YVTN	repeat-like-containing	domain																																																											
ostta01g04080	Membrane	bound	O-acyl	transferase,	MBOAT																																																									
ostta01g04090	Conserved	hypothetical	protein	CHP02450,	tryptophan-rich																																																									
ostta01g04100	Protein	translocase	subunit	SecA																																																										
ostta01g04110	SWAP/Surp																																																													
ostta01g04120	von	Willebrand	factor,	type	A																																																									
ostta01g04130	Homeodomain-like																																																													
ostta01g04140	Cyanobacterial	aminoacyl-tRNA	synthetase,	CAAD	domain																																																									
ostta01g04150	Aminoacyl-tRNA	synthetase,	class	I,	anticodon-binding	domain,	subdomain	2																																																						
ostta01g04160	Cytochrome	c	oxidase	biogenesis	protein	Cmc1-like																																																								
ostta01g04170	Domain	of	unknown	function	DUF1995																																																									
ostta01g04180	Chitobiase/beta-hexosaminidase	C-terminal	domain																																																											
ostta01g04190	Quinonprotein	alcohol	dehydrogenase-like	superfamily																																																										
ostta01g04200	Preprotein	translocase	Sec,	Sec61-beta	subunit																																																									
ostta01g04210	GOLD																																																													
ostta01g04220	Pyridine	nucleotide-disulphide	oxidoreductase,	class	I,	active	site	n/a		Pyridine	nucleotide-disulphide	oxidoreductase,	class	I,	active	site																																														
ostta01g04230	Aldehyde	dehydrogenase,	C-terminal																																																											
ostta01g04240	unnamed	product																																																												
ostta01g04250	2-methoxy-6-polyprenyl-1,4-benzoquinol	methylase	domain																																																											
ostta01g04260	unnamed	product																																																												
ostta01g04270	Serine/threonine-protein	kinase,	active	site																																																										
ostta01g04275	Sybindin-like	protein																																																												
ostta01g04280	Glycerophosphoryl	diester	phosphodiesterase																																																											
