Gene ID	GO	KO	KOG	ENZYME	PANTHER
e_gw1.2.436.1	GO:0006629 GO:0016705 GO:0006633 GO:0055114 GO:0016021 GO:0016491	K04712	KOG2987	1.14.-.-	PTHR12879
e_gw1.2.20.1	GO:0016740 GO:0008168 GO:0005515		KOG1227		PTHR23245:SF27 PTHR23245
e_gw1.2.493.1	GO:0004664 GO:0009094		KOG2797		PTHR21022
e_gw1.2.341.1	GO:0016747 GO:0006355 GO:0005634	K11308	KOG2747	2.3.1.48	PTHR10615:SF35 PTHR10615
e_gw1.3.650.1	GO:0003676		KOG0106		PTHR10548:SF23 PTHR10548
gw1.1.125.1	GO:0003924 GO:0005525 GO:0007264 GO:0005622	K02519	KOG1145		PTHR23115:SF41 PTHR23115
e_gw1.3.477.1	GO:0032955 GO:0051301				
e_gw1.3.159.1	GO:0016491 GO:0008152 GO:0055114		KOG2454		PTHR11699:SF25 PTHR11699
e_gw1.3.444.1	GO:0003723 GO:0008173 GO:0006396				PTHR12029:SF11 PTHR12029
e_gw1.3.204.1	GO:0015299 GO:0006812 GO:0055085 GO:0016021		KOG1965		PTHR10110:SF20 PTHR10110
e_gw1.3.516.1	GO:0003796 GO:0009253 GO:0016998				
e_gw1.3.402.1	GO:0003777 GO:0005524 GO:0007018	K10400			PTHR24115:SF82 PTHR24115
e_gw1.3.667.1	GO:0003723	K07575	KOG2523		PTHR22798
e_gw1.3.416.1	GO:0008270	K10632		6.3.2.19	PTHR24007:SF8 PTHR24007
e_gw1.3.87.1	GO:0005515		KOG1230		PTHR23244 PTHR23244:SF38
e_gw1.3.38.1	GO:0042578				PTHR11200:SF9 PTHR11200
e_gw1.3.482.1	GO:0016787	K01519	KOG3222	3.6.1.19	PTHR11067
e_gw1.3.480.1	GO:0003755 GO:0006457	K01802	KOG0865	5.2.1.8	PTHR11071 PTHR11071:SF158
e_gw1.3.359.1	GO:0016787				PTHR16509
e_gw1.3.115.1	GO:0005506 GO:0009055 GO:0016705 GO:0020037 GO:0055114		KOG0157		PTHR25943:SF143 PTHR25943
e_gw1.3.369.1	GO:0004672 GO:0005524 GO:0006468	K08857	KOG0580	2.7.11.1	PTHR24362 PTHR24362:SF25
e_gw1.3.273.1	GO:0005524 GO:0030983 GO:0006298	K10858			PTHR10073:SF9 PTHR10073
e_gw1.3.414.1	GO:0008171		KOG1663		PTHR10509
e_gw1.3.468.1	GO:0005515	K13108			PTHR23308
e_gw1.3.8.1	GO:0009058 GO:0016851				PTHR23304:SF77 PTHR23304
e_gw1.3.167.1	GO:0003676 GO:0005524 GO:0008026 GO:0004386 GO:0043140 GO:0006260 GO:0006281 GO:0006310	K10899	KOG0353	3.6.4.12	PTHR13710:SF12 PTHR13710
e_gw1.3.23.1	GO:0005515 GO:0005247 GO:0006821 GO:0055085 GO:0016020	K05016	KOG0474		PTHR11689:SF15 PTHR11689
e_gw1.3.1.1	GO:0005524 GO:0016887	K14572			PTHR22908
e_gw1.3.81.1	GO:0005515	K11274	KOG1274		PTHR19932 PTHR19932:SF10
e_gw1.3.376.1	GO:0008299	K13789	KOG0776	2.5.1.1 2.5.1.10 2.5.1.29	PTHR12001 PTHR12001:SF8
e_gw1.3.449.1	GO:0016973 GO:0005643				PTHR12960
e_gw1.3.36.1	GO:0016020		KOG1021		PTHR11062 PTHR11062:SF12
e_gw1.3.453.1	GO:0016021				PTHR15422:SF12 PTHR15422
e_gw1.3.241.1	GO:0004672 GO:0005524 GO:0006468		KOG0583		PTHR24343 PTHR24343:SF58
e_gw1.3.13.1	GO:0003677 GO:0005524 GO:0003676 GO:0008026 GO:0004386	K11647		3.6.4.-	PTHR10799 PTHR10799:SF209
e_gw1.3.338.1	GO:0004748 GO:0009186 GO:0055114	K10808	KOG1567	1.17.4.1	PTHR23409 PTHR23409:SF6
e_gw1.3.56.1	GO:0042254 GO:0005634		KOG1980		PTHR12858 PTHR12858:SF1
e_gw1.3.680.1	GO:0020037		KOG0536		PTHR19370
e_gw1.3.260.1	GO:0005515		KOG0313		PTHR19855 PTHR19855:SF11
e_gw1.3.647.1	GO:0016746 GO:0008152	K00655	KOG2848	2.3.1.51	PTHR10434
e_gw1.3.278.1	GO:0055085 GO:0016021	K07300	KOG1397		
e_gw1.3.215.1	GO:0003913 GO:0006281		KOG0133		PTHR11455
e_gw1.3.629.1	GO:0051205 GO:0016021				PTHR12428 PTHR12428:SF12
e_gw1.3.429.1	GO:0005524 GO:0016887 GO:0003924 GO:0005525				PTHR19241
e_gw1.3.530.1	GO:0003677	K09422			PTHR24683 PTHR24683:SF34
e_gw1.3.114.1	GO:0003824 GO:0008152	K01897	KOG1176	6.2.1.3	PTHR24096 PTHR24096:SF150
e_gw1.3.360.1	GO:0003824	K05956	KOG0366	2.5.1.60	PTHR11774:SF5 PTHR11774
e_gw1.3.176.1	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0005737 GO:0003723 GO:0006412 GO:0006437 GO:0004831	K01866	KOG2623	6.1.1.1	PTHR11766
e_gw1.3.627.1	GO:0004592 GO:0015940	K01918	KOG3042	6.3.2.1	PTHR21299 PTHR21299:SF1
e_gw1.3.616.1	GO:0003746 GO:0006414 GO:0005622		KOG1071		PTHR11741
e_gw1.3.439.1	GO:0016636 GO:0050897 GO:0010024 GO:0055114				
e_gw1.3.474.1	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898				
e_gw1.3.459.1	GO:0005515	K00942	KOG0707	2.7.4.8	PTHR23117:SF1 PTHR23117
e_gw1.3.357.1	GO:0005515		KOG1446		PTHR19861
e_gw1.3.98.1	GO:0004347 GO:0006094 GO:0006096	K01810	KOG2446	5.3.1.9	PTHR11469
e_gw1.3.21.1	GO:0005515 GO:0005634 GO:0003677				PTHR13793 PTHR13793:SF28
e_gw1.3.582.1	GO:0005515		KOG0772		PTHR16017
e_gw1.3.249.1	GO:0005515		KOG0284		PTHR22836
e_gw1.3.297.1	GO:0016787	K01465	KOG2902	3.5.2.3	PTHR11647:SF42 PTHR11647
e_gw1.3.76.1	GO:0003676 GO:0005524 GO:0008026 GO:0004386		KOG0922		PTHR18934
e_gw1.3.106.1	GO:0022857 GO:0055085 GO:0016021		KOG0254		PTHR24063 PTHR24063:SF116
e_gw1.3.645.1	GO:0019901 GO:0006355 GO:0000079		KOG0835		PTHR10026 PTHR10026:SF13
e_gw1.4.318.1	GO:0005337 GO:0006810 GO:0016021 GO:0016020		KOG1479		PTHR10332
e_gw1.4.193.1	GO:0005515 GO:0042393		KOG1082		PTHR22884 PTHR22884:SF114
e_gw1.4.830.1	GO:0016491 GO:0051537 GO:0055114				PTHR21266 PTHR21266:SF3
e_gw1.4.321.1	GO:0003684 GO:0003887 GO:0006281	K03511	KOG2094	2.7.7.7	PTHR11076 PTHR11076:SF12
e_gw1.4.425.1	GO:0003824	K01933		6.3.3.1	PTHR10520
e_gw1.4.423.1	GO:0003676 GO:0003755 GO:0006457	K12735	KOG0415	5.2.1.8	PTHR11071:SF25 PTHR11071
e_gw1.4.482.1	GO:0016787				PTHR23240:SF1 PTHR23240
e_gw1.4.557.1	GO:0031072				PTHR25040:SF173 PTHR25040
e_gw1.4.290.1	GO:0009058	K03842	KOG2941	2.4.1.142	PTHR13036
e_gw1.4.704.1	GO:0016192 GO:0016021 GO:0006810		KOG2887		PTHR23137
e_gw1.4.192.1	GO:0006810 GO:0055085 GO:0016020 GO:0015171 GO:0003333		KOG1289		PTHR11785 PTHR11785:SF13
e_gw1.4.575.1	GO:0004751 GO:0009052	K01807	KOG3075	5.3.1.6	PTHR11934
e_gw1.4.453.1	GO:0008168 GO:0006139	K05925		2.1.1.62	PTHR12829
e_gw1.4.696.1	GO:0003723 GO:0009982 GO:0001522 GO:0009451				PTHR21600 PTHR21600:SF2
e_gw1.4.664.1	GO:0005515				PTHR23155
e_gw1.4.840.1	GO:0003735 GO:0006412 GO:0005622 GO:0005840				
e_gw1.4.304.1	GO:0004672 GO:0005524 GO:0006468		KOG0192		PTHR13902 PTHR13902:SF12
e_gw1.4.444.1	GO:0004672 GO:0005524 GO:0006468	K03097	KOG0668	2.7.11.1	PTHR24054 PTHR24054:SF37
e_gw1.4.141.1	GO:0003678 GO:0005524 GO:0006260		KOG2373		
e_gw1.4.466.1	GO:0016740		KOG1122		PTHR22807:SF11 PTHR22807
e_gw1.4.127.1	GO:0016020				PTHR11062 PTHR11062:SF12
e_gw1.4.537.1	GO:0016616 GO:0051287 GO:0046168 GO:0055114 GO:0005737 GO:0008677 GO:0016614 GO:0005975 GO:0009331 GO:0006072 GO:0004367		KOG2711		PTHR11728
e_gw1.4.705.1	GO:0004784 GO:0046872 GO:0006801 GO:0055114		KOG0876		PTHR11404 PTHR11404:SF9
gw1.20.39.1	GO:0005524 GO:0016887 GO:0016020		KOG0061		PTHR19241
e_gw1.4.782.1	GO:0005506 GO:0051536 GO:0016226	K04488	KOG3361		PTHR10093
e_gw1.4.838.1	GO:0003735 GO:0006412 GO:0005622 GO:0005840				PTHR15893
e_gw1.4.49.1	GO:0004222 GO:0006508 GO:0008270		KOG0959		PTHR11851:SF63 PTHR11851
gw1.4.121.1	GO:0050660 GO:0008033	K03495	KOG2311		PTHR11806
e_gw1.4.200.1	GO:0003677 GO:0005524 GO:0003676 GO:0004386 GO:0016787				PTHR10799 PTHR10799:SF209
e_gw1.4.478.1	GO:0008168 GO:0008173 GO:0006396				PTHR11061
gw1.19.51.1	GO:0003676 GO:0005524 GO:0008026 GO:0004386	K12835	KOG0339	3.6.4.13	PTHR24031 PTHR24031:SF48
