Gene ID	GO	KO
kfl00001_0660	GO:0005524 GO:0008026 GO:0004386 GO:0003676	K14810
kfl00001_0670	GO:0030163 GO:0006508 GO:0016020 GO:0005524 GO:0004222 GO:0017111 GO:0000166	K03798
kfl00001_0680	GO:0005515	
kfl00001_0690	GO:0051276 GO:0005694 GO:0005524 GO:0005515	K06674
kfl00001_0710	GO:0016459 GO:0005524 GO:0003774 GO:0005515	K10357
kfl00001_0720	GO:0044255 GO:0008152 GO:0008654 GO:0016020 GO:0004366 GO:0016746	
kfl00001_0730	GO:0003676 GO:0000166	
kfl00001_0740	GO:0051603 GO:0005839 GO:0004175 GO:0004298	K02735
kfl00001_0750	GO:0006413 GO:0003723 GO:0003743	K02518
kfl00001_0760	GO:0005488	K19759
kfl00001_0780	GO:0009228 GO:0003824 GO:0008972 GO:0004789	K14153
kfl00001_0790	GO:0055085 GO:0006810 GO:0005488	
kfl00001_0810	GO:0008152 GO:0003824 GO:0016791	
kfl00001_0830	GO:0008080	K22450
kfl00001_0840	GO:0008152 GO:0005737 GO:0005524 GO:0016301 GO:0016773	K12446
kfl00001_0850	GO:0005622 GO:0008270	
kfl00001_0860	GO:0000105 GO:0004424	K01693
kfl00001_0870	GO:0008270	
kfl00002_0010	GO:0006886 GO:0016192 GO:0016020 GO:0005484 GO:0005515	K08489
kfl00002_0020	GO:0045454 GO:0008152 GO:0003824	K05907
kfl00002_0050	GO:0005975 GO:0044262 GO:0006108 GO:0055114 GO:0030060 GO:0003824 GO:0016615 GO:0000166 GO:0016491 GO:0016616	K00026
kfl00002_0060	GO:0005515 GO:0008270	K10143
kfl00002_0070	GO:0005634 GO:0003677 GO:0008270	
kfl00002_0080	GO:0009306 GO:0015031 GO:0016021 GO:0005886 GO:0008565	K03116
kfl00002_0090	GO:0007018 GO:0030286 GO:0005524 GO:0016887 GO:0003777 GO:0017111 GO:0000166	K10408
kfl00002_0100	GO:0045040 GO:0005742 GO:0005488	
kfl00002_0110	GO:0005515	
kfl00002_0130	GO:0005515	
kfl00002_0140	GO:0008152 GO:0006468 GO:0005524 GO:0016597 GO:0004672 GO:0004674 GO:0004713 GO:0016772	
kfl00002_0150	GO:0007205 GO:0004143	
kfl00002_0160	GO:0005515	
kfl00002_0170	GO:0005515	
kfl00002_0180	GO:0005524 GO:0004386 GO:0016817 GO:0003676	K17675
kfl00002_0200	GO:0006886 GO:0007264 GO:0005622 GO:0005525	K07962
kfl00002_0210	GO:0006535 GO:0008152 GO:0003824 GO:0004124 GO:0030170	K01738
kfl00002_0220	GO:0005525	
kfl00002_0230	GO:0005525 GO:0003924 GO:0000287	
kfl00002_0240	GO:0016881	K04554
kfl00002_0250	GO:0003676 GO:0000166	
kfl00002_0270	GO:0005515	
kfl00002_0280	GO:0005524	
kfl00002_0300	GO:0006886 GO:0005488	K21198
kfl00002_0310	GO:0030833 GO:0005856 GO:0003779 GO:0005515	K05757
kfl00002_0320	GO:0055085 GO:0016020	K22048
kfl00002_0330	GO:0044237 GO:0003824 GO:0050662 GO:0000166	
kfl00002_0350	GO:0005975 GO:0006013 GO:0004559 GO:0030246 GO:0003824 GO:0043169 GO:0004553 GO:0015923 GO:0008270	K01231
kfl00002_0380	GO:0005488	K15436
kfl00002_0390	GO:0006810 GO:0016020 GO:0005215	
kfl00002_0420	GO:0030163 GO:0005737 GO:0005524 GO:0016787 GO:0017111 GO:0000166	K03065
kfl00002_0430	GO:0006886 GO:0015031 GO:0007264 GO:0005622 GO:0005525	K07952
kfl00002_0440	GO:0055114 GO:0016491	
kfl00002_0460	GO:0006457 GO:0016272 GO:0051082	
kfl00002_0470	GO:0003824 GO:0003676 GO:0008270	
kfl00002_0480	GO:0046854	K10047
kfl00002_0520	GO:0016070 GO:0005622 GO:0003824	
kfl00002_0530	GO:0006457 GO:0006950 GO:0005524 GO:0051082	K09487
kfl00002_0590	GO:0055114 GO:0006355 GO:0006352 GO:0005507 GO:0016491 GO:0008270	
kfl00002_0600	GO:0005543 GO:0005515	
kfl00002_0620	GO:0006633 GO:0055114 GO:0005506 GO:0016491	K14423
kfl00002_0630	GO:0005488	
kfl00002_0650	GO:0015996 GO:0047746	
kfl00002_0660	GO:0046677	
kfl00002_0670	GO:0006810 GO:0016021 GO:0016020 GO:0005215	K15283
kfl00002_0680	GO:0006364 GO:0030688	K14849
kfl00002_0700	GO:0008380 GO:0005515	K12662
kfl00002_0710	GO:0003998	K01512
kfl00002_0720	GO:0016881	K06688
kfl00002_0730	GO:0042318	
kfl00002_0740	GO:0006464 GO:0005622 GO:0016881 GO:0005515	
kfl00002_0770	GO:0018106 GO:0016310 GO:0006355 GO:0007165 GO:0000160 GO:0016020 GO:0005524 GO:0004673 GO:0016772 GO:0000156 GO:0000155	
kfl00002_0780	GO:0005515	
kfl00002_0790	GO:0009190 GO:0035556 GO:0016849	
kfl00002_0800	GO:0005488	
kfl00003_0010	GO:0018106 GO:0016310 GO:0006355 GO:0007165 GO:0000160 GO:0016020 GO:0005524 GO:0004673 GO:0016772 GO:0000156 GO:0000155	
kfl00003_0020	GO:0009416 GO:0005515	
kfl00003_0030	GO:0008270	
kfl00003_0040	GO:0045454 GO:0006662 GO:0009055 GO:0015035	K03671
kfl00003_0050	GO:0003723 GO:0008168	
kfl00003_0070	GO:0006508 GO:0008236	
kfl00003_0090	GO:0016787	
kfl00003_0100	GO:0016020 GO:0005524 GO:0016887 GO:0017111 GO:0000166	
kfl00003_0110	GO:0007155 GO:0006508 GO:0016020 GO:0004222 GO:0008270	K01404
kfl00003_0130	GO:0055114 GO:0016491	K05275
kfl00003_0140	GO:0006355 GO:0046983 GO:0043565 GO:0003700	K20557
kfl00003_0150	GO:0016757	
kfl00003_0160	GO:0008152 GO:0000166 GO:0016491	K13606
kfl00003_0180	GO:0005515 GO:0008270	
kfl00003_0200	GO:0005515 GO:0008270	
kfl00003_0210	GO:0042398 GO:0009813 GO:0045430 GO:0016872	
kfl00003_0220	GO:0048046 GO:0030145 GO:0045735	
kfl00003_0230	GO:0048046 GO:0030145 GO:0045735	
kfl00003_0240	GO:0005622 GO:0005525 GO:0003924 GO:0008270	K14416
kfl00003_0250	GO:0005524 GO:0004003 GO:0003677 GO:0016787	K03657
kfl00003_0270	GO:0006508 GO:0051603 GO:0009376 GO:0005839 GO:0004298	K01419
kfl00003_0280	GO:0006457 GO:0003755	
kfl00003_0290	GO:0055114 GO:0006099 GO:0051537 GO:0009055 GO:0051536 GO:0016491	K00235
kfl00003_0300	GO:0071266 GO:0006520 GO:0003824 GO:0004121 GO:0030170	K01760
kfl00003_0310	GO:0009584 GO:0018106 GO:0018298 GO:0017006 GO:0009585 GO:0006355 GO:0007165 GO:0000160 GO:0016020 GO:0005524 GO:0008020 GO:0009881 GO:0005515 GO:0004673 GO:0042803 GO:0000155	K12121
kfl00003_0320	GO:0015031 GO:0006904 GO:0000145	K06111
kfl00003_0330	GO:0016567 GO:0000151 GO:0004842	
kfl00003_0340	GO:0055114 GO:0000166 GO:0016491 GO:0016747 GO:0008270	
kfl00003_0360	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	K04688
kfl00003_0370	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	
kfl00003_0410	GO:0048046 GO:0030145 GO:0045735	
kfl00003_0430	GO:0008152 GO:0008168	
kfl00003_0440	GO:0005515	
kfl00003_0470	GO:0006508 GO:0016021 GO:0016020 GO:0008236	K03100
kfl00003_0490	GO:0009435 GO:0009058 GO:0016779	K06210
kfl00003_0500	GO:0003676 GO:0008270	
kfl00003_0510	GO:0005515	
kfl00003_0520	GO:0016020 GO:0008375	
kfl00003_0530	GO:0006396 GO:0005634 GO:0003723 GO:0003676 GO:0000166	K11090
kfl00003_0540	GO:0000049	K15437
kfl00003_0560	GO:0055085 GO:0016021	
kfl00003_0570	GO:0005515	
kfl00003_0590	GO:0008152 GO:0055114 GO:0051287 GO:0048037 GO:0000166 GO:0016616	K15893
kfl00003_0630	GO:0005524	K18798
kfl00003_0640	GO:0006508 GO:0008236	K01285
kfl00003_0650	GO:0072488 GO:0006470 GO:0016020 GO:0008287 GO:0008519 GO:0003824 GO:0004722	K03320
kfl00003_0660	GO:0005515	K13420
kfl00003_0680	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	
kfl00003_0700	GO:0055114 GO:0051537 GO:0010277 GO:0016491	K13600
kfl00003_0710	GO:0016021 GO:0004659	K09833
kfl00003_0720	GO:0008152 GO:0008168	K05928
kfl00003_0740	GO:0006629 GO:0005737 GO:0016021 GO:0016627	
kfl00003_0760	GO:0006259 GO:0005524 GO:0003677 GO:0008094	K10871
kfl00004_0010	GO:0008270	
kfl00004_0020	GO:0006355 GO:0016021 GO:0005634	K15077
kfl00004_0060	GO:0006468 GO:0005524 GO:0005515 GO:0004672 GO:0004674 GO:0004713 GO:0016772	
kfl00004_0070	GO:0031072	
kfl00004_0120	GO:0005524 GO:0003677 GO:0004386 GO:0003676 GO:0005515 GO:0008270	
kfl00004_0140	GO:0055114 GO:0006979 GO:0020037 GO:0004601	
kfl00004_0160	GO:0005515	
kfl00004_0190	GO:0005515	
kfl00004_0200	GO:0009081 GO:0008152 GO:0004084 GO:0003824	K00826
kfl00004_0220	GO:0055114 GO:0000166 GO:0016491 GO:0016747 GO:0008270	
kfl00004_0230	GO:0006810 GO:0030288 GO:0005215	
kfl00004_0250	GO:0006241 GO:0006183 GO:0006228 GO:0006165 GO:0005524 GO:0004550	K00940
kfl00004_0260	GO:0005515	
kfl00004_0270	GO:0006542 GO:0006807 GO:0003824 GO:0004356	K01915
kfl00004_0290	GO:0005488	K11886
kfl00004_0300	GO:0006421 GO:0006418 GO:0005737 GO:0005524 GO:0004812 GO:0004816 GO:0003676 GO:0000166	K01893
kfl00004_0330	GO:0005975 GO:0003824 GO:0043169 GO:0004553	
kfl00004_0340	GO:0006468 GO:0005524 GO:0004672 GO:0016772	
kfl00004_0370	GO:0008152 GO:0000166 GO:0016491	
kfl00004_0380	GO:0005524 GO:0003677 GO:0004386 GO:0016788 GO:0003676 GO:0005515 GO:0008270	K15710
kfl00004_0400		
kfl00004_0410	GO:0006071 GO:0006629 GO:0008889 GO:0008081	
kfl00004_0420	GO:0008152 GO:0055114 GO:0016491 GO:0016620	
kfl00004_0430	GO:0016311 GO:0006470 GO:0003779 GO:0016791 GO:0004725 GO:0008138	
kfl00004_0440	GO:0016020	
kfl00004_0450	GO:0055114 GO:0016491 GO:0016706	
kfl00004_0490	GO:0007018 GO:0005524 GO:0003777	K10401
kfl00004_0500	GO:0055114 GO:0008762 GO:0003824 GO:0050660 GO:0016491 GO:0016614	
kfl00004_0520	GO:0000917 GO:0005525	K03978
kfl00004_0530	GO:0005515	K14005
kfl00004_0540	GO:0006396 GO:0006397 GO:0005622 GO:0005634 GO:0003723 GO:0005488	K14792
kfl00004_0550	GO:0009250 GO:0009011	K00703
kfl00004_0570	GO:0015074 GO:0006306 GO:0006278 GO:0003677 GO:0003723 GO:0003964 GO:0003676 GO:0005515 GO:0008270	
kfl00004_0590	GO:0005634 GO:0005524 GO:0008026 GO:0003677 GO:0004386 GO:0003676	
kfl00005_0040	GO:0006457 GO:0003755	K03768
kfl00005_0060	GO:0016311 GO:0006470 GO:0016791 GO:0008138	
kfl00005_0100	GO:0005515	K11433
kfl00005_0110	GO:0006886 GO:0016192 GO:0005488 GO:0005515 GO:0008270	K20184
kfl00005_0120	GO:0006729 GO:0008124	
kfl00005_0130	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	
kfl00005_0160	GO:0009117 GO:0000287 GO:0016791	K18550
kfl00005_0180	GO:0006457 GO:0005488 GO:0031072 GO:0005515 GO:0051082	K09527
kfl00005_0200	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	
kfl00005_0210	GO:0055114 GO:0016020 GO:0051537 GO:0016491 GO:0008121	
kfl00005_0220	GO:0003676 GO:0008270	K13128
kfl00005_0230	GO:0006396 GO:0003723 GO:0008173	
kfl00005_0240	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004713 GO:0016772	
kfl00005_0250	GO:0055114 GO:0016020 GO:0003824 GO:0004601	
kfl00005_0270	GO:0008610 GO:0008152 GO:0003824 GO:0016747	
kfl00005_0280	GO:0005515	
kfl00005_0290	GO:0034755 GO:0016021 GO:0005381	
kfl00005_0300	GO:0005783 GO:0016021 GO:0016758	K03845
kfl00005_0310	GO:0006188 GO:0009168 GO:0003876 GO:0019239	K01490
kfl00005_0330	GO:0005622 GO:0008270	
kfl00005_0340	GO:0006281 GO:0003913	K01669
kfl00005_0350	GO:0005524 GO:0003677 GO:0004386 GO:0003676	
kfl00005_0360	GO:0016021 GO:0004252	
kfl00005_0380	GO:0042254 GO:0005634	K14569
kfl00005_0390	GO:0005488	
kfl00005_0430	GO:0005525	K19828
kfl00005_0460	GO:0005515	
kfl00005_0470	GO:0005515	
kfl00005_0480	GO:0017009	
kfl00005_0490	GO:0016021	
kfl00005_0560	GO:0030833 GO:0005856	K05758
kfl00005_0570	GO:0005509	
kfl00005_0620	GO:0006614 GO:0048500 GO:0008312 GO:0005488 GO:0005515	K03108
kfl00005_0630	GO:0005515	
kfl00005_0660	GO:0015991 GO:0033177 GO:0015078	K02154
kfl00005_0680	GO:0009058 GO:0008152 GO:0005737 GO:0008676 GO:0003824	K01627
kfl00005_0690	GO:0055085	K15275
kfl00006_0040	GO:0006412 GO:0005622 GO:0015934 GO:0005840 GO:0003735	K02880
kfl00006_0050	GO:0008152 GO:0016787 GO:0008967	
kfl00006_0080	GO:0008152 GO:0016758	K00699
kfl00006_0100	GO:0003723 GO:0004540	K18758
kfl00006_0110	GO:0006486 GO:0016020 GO:0008417	
kfl00006_0120	GO:0006812 GO:0008152 GO:0016020 GO:0005524 GO:0015662 GO:0003824 GO:0046872 GO:0000166	K17686
kfl00006_0130	GO:0030001 GO:0046872	
kfl00006_0140	GO:0006412 GO:0005622 GO:0005840 GO:0003735	K02910
kfl00006_0150	GO:0005515	K03249
kfl00006_0160	GO:0005622 GO:0003676 GO:0000166 GO:0008270	
kfl00006_0170	GO:0015671 GO:0020037 GO:0005506 GO:0019825	
kfl00006_0230	GO:0008152 GO:0000166 GO:0016491	
kfl00006_0330	GO:0008152 GO:0008168	
kfl00006_0350	GO:0006457 GO:0000774 GO:0051087 GO:0042803	K03687
kfl00006_0380	GO:0055114 GO:0051537 GO:0010277 GO:0016491	
kfl00006_0400	GO:0042254 GO:0006414 GO:0005622 GO:0005840 GO:0003735	K02941
kfl00006_0410	GO:0016567 GO:0000151 GO:0004842	
kfl00006_0430	GO:0006476 GO:0070403 GO:0008270	
kfl00006_0440	GO:0006396 GO:0003723 GO:0003676	K13123
kfl00006_0450	GO:0005622 GO:0005524 GO:0008026 GO:0004386 GO:0003676 GO:0008270	
kfl00006_0460	GO:0006457 GO:0003755	
kfl00006_0470	GO:0006241 GO:0006183 GO:0006228 GO:0006165 GO:0005524 GO:0004550	K00940
kfl00006_0490	GO:0005515 GO:0008270	
kfl00006_0500	GO:0005488	K06699
kfl00006_0530	GO:0006278 GO:0003723 GO:0003964	
kfl00006_0540	GO:0016020 GO:0016757	
kfl00006_0550	GO:0044267 GO:0006457 GO:0005524 GO:0051082	K09493
kfl00006_0590	GO:0055114 GO:0019538 GO:0016671	K07304
kfl00006_0600	GO:0008152 GO:0000036 GO:0003824 GO:0048037 GO:0031177	K00142
kfl00006_0620	GO:0034219 GO:0016021 GO:0015144	
kfl00006_0640	GO:0034219 GO:0016021 GO:0015144	
kfl00006_0650	GO:0034219 GO:0016021 GO:0015144	
kfl00006_0690	GO:0008152 GO:0003824	
kfl00006_0700	GO:0006810 GO:0016021	K20347
kfl00006_0710	GO:0003676 GO:0000166	K03248
kfl00006_0720	GO:0004792	
kfl00006_0730	GO:0005515 GO:0008270	K11971
kfl00006_0780	GO:0016021	
kfl00006_0800	GO:0045454	K13984
kfl00006_0820	GO:0006412 GO:0005622 GO:0005840 GO:0003723 GO:0003735	K02888
kfl00006_0830	GO:0008080	K17972
kfl00006_0850	GO:0005515	
kfl00006_0860	GO:0006071 GO:0005524 GO:0004371	K00863
kfl00006_0870	GO:0003824	
kfl00006_0890	GO:0008152 GO:0003824	
kfl00006_0900	GO:0006419 GO:0043039 GO:0005737 GO:0005524 GO:0004813 GO:0003676 GO:0000166	K01872
kfl00006_0950	GO:0015074 GO:0003676	
kfl00007_0020	GO:0005975 GO:0003824 GO:0004553	
kfl00007_0060	GO:0006310 GO:0006302 GO:0000724 GO:0005634 GO:0005515 GO:0003697	K08775
kfl00007_0080	GO:0005515	
kfl00007_0090	GO:0006464 GO:0005622 GO:0016881 GO:0005515	K10591
kfl00007_0100	GO:0006464 GO:0005622 GO:0016881	K10591
kfl00007_0120	GO:0005515	
kfl00007_0130	GO:0005515	
kfl00007_0160	GO:0016884	K01426
kfl00007_0190	GO:0005515	
kfl00007_0200	GO:0005488	
kfl00007_0210	GO:0005488	
kfl00007_0220	GO:0005515	
kfl00007_0230	GO:0005975 GO:0005488 GO:0003824 GO:0043169	
kfl00007_0240	GO:0005975 GO:0003824 GO:0016810	
kfl00007_0260	GO:0006464 GO:0005622 GO:0016881	K10591
kfl00007_0270	GO:0016567 GO:0005515 GO:0004842 GO:0008270	
kfl00007_0280	GO:0046677	
kfl00007_0290	GO:0046677	
kfl00007_0300	GO:0046677	
kfl00007_0320	GO:0055114 GO:0016491	
kfl00007_0340	GO:0005515	
kfl00007_0350	GO:0005515	
kfl00007_0370	GO:0005515	
kfl00007_0390	GO:0005515	K14768
kfl00007_0410	GO:0005515	K18647
kfl00007_0420	GO:0008152 GO:0003824	K18482
kfl00007_0430	GO:0003824 GO:0051536	
kfl00007_0440	GO:0006468 GO:0005524 GO:0005515 GO:0004672 GO:0004674 GO:0004713 GO:0016772	
kfl00007_0450	GO:0005488	
kfl00007_0460	GO:0005525	
kfl00007_0480	GO:0005515	K21437
kfl00007_0490	GO:0046938 GO:0010038 GO:0016756 GO:0046872	K05941
kfl00007_0520	GO:0016757	K18819
kfl00007_0530	GO:0005975 GO:0007155 GO:0004560 GO:0003824 GO:0043169	K01206
kfl00007_0540	GO:0005515	
kfl00007_0550	GO:0003677 GO:0005515	
kfl00007_0570	GO:0015074 GO:0006310 GO:0003677	
kfl00007_0580	GO:0032775 GO:0006278 GO:0003677 GO:0003723 GO:0003964 GO:0009007	
kfl00007_0590	GO:0008270	
kfl00007_0600	GO:0016310 GO:0005524 GO:0030246 GO:0003824 GO:0016301 GO:0016874 GO:2001070	K15535
kfl00007_0610	GO:0005515	
kfl00007_0620	GO:0016558 GO:0005777 GO:0005053 GO:0005515	K13341
kfl00008_0010	GO:0008237 GO:0008270	
kfl00008_0020	GO:0008270	
kfl00008_0030	GO:0006457 GO:0003755	
kfl00008_0040	GO:0005975 GO:0030259 GO:0030246 GO:0016758	K07432
kfl00008_0050	GO:0006629 GO:0016788	
kfl00008_0060	GO:0006629 GO:0016788	
kfl00008_0070	GO:0000086 GO:0015936 GO:0055114 GO:0009934 GO:0005488 GO:0050662 GO:0004420 GO:0005515	
kfl00008_0080	GO:0006413 GO:0003743	K03113
kfl00008_0090	GO:0006464 GO:0005524 GO:0003824 GO:0000166 GO:0008641	K03178
kfl00008_0120	GO:0006886 GO:0016192 GO:0030117 GO:0005488 GO:0005515 GO:0005198	K17302
kfl00008_0140	GO:0005515	
kfl00008_0150	GO:0007165 GO:0005622 GO:0005515	K20642
kfl00008_0160	GO:0005515	K16547
kfl00008_0170	GO:0055085 GO:0016020	K07243
kfl00008_0180	GO:0072488 GO:0016020 GO:0008519	
kfl00008_0190	GO:0005515	
kfl00008_0200	GO:0055114 GO:0046872 GO:0016702	
kfl00008_0210	GO:0008033 GO:0005524	K00791
kfl00008_0240	GO:0008152 GO:0003824 GO:0016740	
kfl00008_0280	GO:0005488	
kfl00008_0310	GO:0045454 GO:0009055 GO:0015035	K17479
kfl00008_0320	GO:0006351 GO:0005634 GO:0003899	K14721
kfl00008_0330	GO:0005488	
kfl00008_0350	GO:0016020	
kfl00008_0360	GO:0055085 GO:0006810 GO:0016021 GO:0005524 GO:0016887 GO:0042626 GO:0017111 GO:0000166	K05658
kfl00008_0410	GO:0016787	
kfl00008_0420	GO:0016021	
kfl00008_0440	GO:0005991 GO:0004555 GO:0003824	
kfl00008_0450	GO:0055114 GO:0006098 GO:0050662 GO:0000166 GO:0016491 GO:0016616 GO:0004616	
kfl00008_0460	GO:0016021	
kfl00008_0470	GO:0006412 GO:0005622 GO:0005840 GO:0003735	K02889
kfl00008_0510	GO:0006412 GO:0005840 GO:0019843 GO:0003735	K02990
kfl00008_0520	GO:0006122 GO:0008121	K00417
kfl00008_0530	GO:0055114 GO:0051537 GO:0010277 GO:0016491	
kfl00008_0540	GO:0005507 GO:0009055	
kfl00008_0550	GO:0005488	
kfl00008_0560	GO:0016020 GO:0005524 GO:0016887 GO:0017111 GO:0000166	
kfl00009_0030	GO:0006468 GO:0005524 GO:0004672 GO:0016772	
kfl00009_0040	GO:0006725 GO:0055114 GO:0003824 GO:0008199 GO:0005506 GO:0016702	
kfl00009_0060	GO:0000917	
kfl00009_0090	GO:0006886 GO:0015031 GO:0007264 GO:0005622 GO:0005525	K07951
kfl00009_0110	GO:0006281 GO:0006284 GO:0016799 GO:0004844	K03648
kfl00009_0120	GO:0006508 GO:0004190	
kfl00009_0140	GO:0005515	
kfl00009_0150	GO:0005515	
kfl00009_0160	GO:0007018 GO:0005524 GO:0005488 GO:0003777 GO:0005515	
kfl00009_0200	GO:0005515	K03875
kfl00009_0220	GO:0006468 GO:0005622 GO:0005524 GO:0003824 GO:0004672 GO:0004674 GO:0016772 GO:0008270	
kfl00009_0230	GO:0006097 GO:0003824 GO:0004474	K01638
kfl00009_0260	GO:0015031 GO:0007264 GO:0005525	K07933
kfl00009_0270	GO:0051603 GO:0006511 GO:0005839 GO:0019773 GO:0004175 GO:0004298	K02730
kfl00009_0280	GO:0055114 GO:0007585 GO:0005740	K17893
kfl00009_0290	GO:0006418 GO:0005737 GO:0005524 GO:0004812 GO:0000166 GO:0004831	K01866
kfl00009_0300	GO:0005515	
kfl00009_0310	GO:0016020	
kfl00009_0320	GO:0046872 GO:0005515 GO:0008270	K20523
kfl00009_0390	GO:0005783	K20892
kfl00009_0420	GO:0044262 GO:0006099 GO:0004108 GO:0046912	K01647
kfl00009_0450	GO:0005524 GO:0008026 GO:0004386 GO:0003676	K14777
kfl00009_0460	GO:0016884	
kfl00009_0500	GO:0009765 GO:0016020	
kfl00009_0510	GO:0009765 GO:0016020	
kfl00009_0520	GO:0006508 GO:0003824 GO:0005515 GO:0004252	
kfl00009_0540	GO:0055114 GO:0000166 GO:0016491 GO:0016747 GO:0008270	K00224
kfl00009_0550	GO:0016798	K18881
kfl00009_0560	GO:0005488	
kfl00009_0580	GO:0005737 GO:0016787 GO:0030145 GO:0016462	K01514
kfl00009_0590	GO:0008270	
kfl00009_0600	GO:0005515	
kfl00009_0660	GO:0032259 GO:0008168 GO:0003676	
kfl00009_0720	GO:0006468 GO:0005524 GO:0004672 GO:0004713 GO:0016772	
kfl00009_0730	GO:0009055 GO:0020037 GO:0005506	K08738
kfl00009_0750	GO:0055114 GO:0051537 GO:0016491	
kfl00009_0760	GO:0006457 GO:0015031	K03545
kfl00009_0780	GO:0005488	
kfl00010_0030	GO:0005525	
kfl00010_0050	GO:0008152 GO:0016758	
kfl00010_0060	GO:0008152 GO:0016758	
kfl00010_0070	GO:0016747	
kfl00010_0080	GO:0055114 GO:0009055 GO:0020037 GO:0005506 GO:0016705	
kfl00010_0090	GO:0006355 GO:0005515 GO:0043565 GO:0003700	
kfl00010_0100	GO:0006812 GO:0015914 GO:0016021 GO:0016020 GO:0005524 GO:0015662 GO:0000287 GO:0046872 GO:0000166 GO:0004012	K01530
kfl00010_0110	GO:0008152 GO:0003824	
kfl00010_0130	GO:0042546 GO:0016020 GO:0008107	
kfl00010_0140	GO:0005515	
kfl00010_0150	GO:0030036 GO:0007010 GO:0015629 GO:0003779	K05759
kfl00010_0160	GO:0005515	
kfl00010_0170	GO:0055114 GO:0009055 GO:0020037 GO:0005506 GO:0004497 GO:0016705	
kfl00010_0220	GO:0003677	
kfl00010_0240	GO:0005515 GO:0008270	
kfl00010_0280	GO:0005524 GO:0003677 GO:0004386 GO:0003676	K11647
kfl00010_0300	GO:0005515 GO:0008270	K11380
kfl00010_0320	GO:0055085 GO:0016021	
kfl00010_0330	GO:0016020 GO:0003824	K07252
kfl00010_0340	GO:0055114 GO:0016020 GO:0051539 GO:0009055 GO:0051536 GO:0016491 GO:0016651	K03941
kfl00010_0350	GO:0008270	
kfl00010_0390	GO:0003824 GO:0030170 GO:0008483	
kfl00010_0400	GO:0005515	
kfl00010_0440	GO:0031072	
kfl00010_0450	GO:0005515	K12200
kfl00010_0490	GO:0006886 GO:0015031 GO:0007264 GO:0005622 GO:0005525	K07942
kfl00010_0510	GO:0005515	
kfl00010_0530	GO:0008152 GO:0003824 GO:0030170	K05396
kfl00010_0550	GO:0016020 GO:0005524 GO:0016887 GO:0017111 GO:0000166	
kfl00010_0590	GO:0008152 GO:0008168	
kfl00010_0600	GO:0005515	
kfl00010_0620	GO:0005515 GO:0008270	K15082
kfl00010_0640	GO:0005515	
kfl00010_0650	GO:0006506 GO:0005789 GO:0016021 GO:0016758	K05284
